locus,p,dom,r,trait,alpha
54743,0.5,0,,NA,NA
54744,0.5,0,,NA,NA
54745,0.5,0,,NA,NA
54746,0.5,0,,NA,NA
54747,0.5,0,,NA,NA
54748,0.5,0,,NA,NA
54749,0.5,0,,NA,NA
54750,0.5,0,,NA,NA
54751,0.5,0,,NA,NA
54752,0.5,0,,NA,NA
54753,0.5,0,,NA,NA
54754,0.5,0,,NA,NA
54755,0.5,0,,NA,NA
54756,0.5,0,,NA,NA
54757,0.5,0,,NA,NA
54758,0.5,0,,NA,NA
54759,0.5,0,,NA,NA
54760,0.5,0,,NA,NA
54761,0.5,0,,NA,NA
54762,0.5,0,,NA,NA
54763,0.5,0,,NA,NA
54764,0.5,0,,NA,NA
54765,0.5,0,,NA,NA
54766,0.5,0,,NA,NA
54767,0.5,0,,NA,NA
54768,0.5,0,,NA,NA
54769,0.5,0,,NA,NA
54770,0.5,0,,NA,NA
54771,0.5,0,,NA,NA
54772,0.5,0,,NA,NA
54773,0.5,0,,NA,NA
54774,0.5,0,,NA,NA
54775,0.5,0,,NA,NA
54776,0.5,0,,NA,NA
54777,0.5,0,,NA,NA
54778,0.5,0,,NA,NA
54779,0.5,0,,NA,NA
54780,0.5,0,,NA,NA
54781,0.5,0,,NA,NA
54782,0.5,0,,NA,NA
54783,0.5,0,,NA,NA
54784,0.5,0,,NA,NA
54785,0.5,0,,NA,NA
54786,0.5,0,,NA,NA
54787,0.5,0,,NA,NA
54788,0.5,0,,NA,NA
54789,0.5,0,,NA,NA
54790,0.5,0,,NA,NA
54791,0.5,0,,NA,NA
54792,0.5,0,,NA,NA
54793,0.5,0,,NA,NA
54794,0.5,0,,NA,NA
54795,0.5,0,,NA,NA
54796,0.5,0,,NA,NA
54797,0.5,0,,NA,NA
54798,0.5,0,,NA,NA
54799,0.5,0,,NA,NA
54800,0.5,0,,NA,NA
54801,0.5,0,,NA,NA
54802,0.5,0,,NA,NA
54803,0.5,0,,NA,NA
54804,0.5,0,,NA,NA
54805,0.5,0,,NA,NA
54806,0.5,0,,NA,NA
54807,0.5,0,,NA,NA
54808,0.5,0,,NA,NA
54809,0.5,0,,NA,NA
54810,0.5,0,,NA,NA
54811,0.5,0,,NA,NA
54812,0.5,0,,NA,NA
54813,0.5,0,,NA,NA
54814,0.5,0,,NA,NA
54815,0.5,0,,NA,NA
54816,0.5,0,,NA,NA
54817,0.5,0,,NA,NA
54818,0.5,0,,NA,NA
54819,0.5,0,,NA,NA
54820,0.5,0,,NA,NA
54821,0.5,0,,NA,NA
54822,0.5,0,,NA,NA
54823,0.5,0,,NA,NA
54824,0.5,0,,NA,NA
54825,0.5,0,,NA,NA
54826,0.5,0,,NA,NA
54827,0.5,0,,NA,NA
54828,0.5,0,,NA,NA
54829,0.5,0,,NA,NA
54830,0.5,0,,NA,NA
54831,0.5,0,,NA,NA
54832,0.5,0,,NA,NA
54833,0.5,0,,NA,NA
54834,0.5,0,,NA,NA
54835,0.5,0,,NA,NA
54836,0.5,0,,NA,NA
54837,0.5,0,,NA,NA
54838,0.5,0,,NA,NA
54839,0.5,0,,NA,NA
54840,0.5,0,,NA,NA
54841,0.5,0,,NA,NA
54842,0.5,0,,NA,NA
54843,0.5,0,,NA,NA
54844,0.5,0,,NA,NA
54845,0.5,0,,NA,NA
54846,0.5,0,,NA,NA
54847,0.5,0,,NA,NA
54848,0.5,0,,NA,NA
54849,0.5,0,,NA,NA
54850,0.5,0,,NA,NA
54851,0.5,0,,NA,NA
54852,0.5,0,,NA,NA
54853,0.5,0,,NA,NA
54854,0.5,0,,NA,NA
54855,0.5,0,,NA,NA
54856,0.5,0,,NA,NA
54857,0.5,0,,NA,NA
54858,0.5,0,,NA,NA
54859,0.5,0,,NA,NA
54860,0.5,0,,NA,NA
54861,0.5,0,,NA,NA
54862,0.5,0,,NA,NA
54863,0.5,0,,NA,NA
54864,0.5,0,,NA,NA
54865,0.5,0,,NA,NA
54866,0.5,0,,NA,NA
54867,0.5,0,,NA,NA
54868,0.5,0,,NA,NA
54869,0.5,0,,NA,NA
54870,0.5,0,,NA,NA
54871,0.5,0,,NA,NA
54872,0.5,0,,NA,NA
54873,0.5,0,,NA,NA
54874,0.5,0,,NA,NA
54875,0.5,0,,NA,NA
54876,0.5,0,,NA,NA
54877,0.5,0,,NA,NA
54878,0.5,0,,NA,NA
54879,0.5,0,,NA,NA
54880,0.5,0,,NA,NA
54881,0.5,0,,NA,NA
54882,0.5,0,,NA,NA
54883,0.5,0,,NA,NA
54884,0.5,0,,NA,NA
54885,0.5,0,,NA,NA
54886,0.5,0,,NA,NA
54887,0.5,0,,NA,NA
54888,0.5,0,,NA,NA
54889,0.5,0,,NA,NA
54890,0.5,0,,NA,NA
54891,0.5,0,,NA,NA
54892,0.5,0,,NA,NA
54893,0.5,0,,NA,NA
54894,0.5,0,,NA,NA
54895,0.5,0,,NA,NA
54896,0.5,0,,NA,NA
54897,0.5,0,,NA,NA
54898,0.5,0,,NA,NA
54899,0.5,0,,NA,NA
54900,0.5,0,,NA,NA
54901,0.5,0,,NA,NA
54902,0.5,0,,NA,NA
54903,0.5,0,,NA,NA
54904,0.5,0,,NA,NA
54905,0.5,0,,NA,NA
54906,0.5,0,,NA,NA
54907,0.5,0,,NA,NA
54908,0.5,0,,NA,NA
54909,0.5,0,,NA,NA
54910,0.5,0,,NA,NA
54911,0.5,0,,NA,NA
54912,0.5,0,,NA,NA
54913,0.5,0,,NA,NA
54914,0.5,0,,NA,NA
54915,0.5,0,,NA,NA
54916,0.5,0,,NA,NA
54917,0.5,0,,NA,NA
54918,0.5,0,,NA,NA
54919,0.5,0,,NA,NA
54920,0.5,0,,NA,NA
54921,0.5,0,,NA,NA
54922,0.5,0,,NA,NA
54923,0.5,0,,NA,NA
54924,0.5,0,,NA,NA
54925,0.5,0,,NA,NA
54926,0.5,0,,NA,NA
54927,0.5,0,,NA,NA
54928,0.5,0,,NA,NA
54929,0.5,0,,NA,NA
54930,0.5,0,,NA,NA
54931,0.5,0,,NA,NA
54932,0.5,0,,NA,NA
54933,0.5,0,,NA,NA
54934,0.5,0,,NA,NA
54935,0.5,0,,NA,NA
54936,0.5,0,,NA,NA
54937,0.5,0,,NA,NA
54938,0.5,0,,NA,NA
54939,0.5,0,,NA,NA
54940,0.5,0,,NA,NA
54941,0.5,0,,NA,NA
54942,0.5,0,,NA,NA
54943,0.5,0,,NA,NA
54944,0.5,0,,NA,NA
54945,0.5,0,,NA,NA
54946,0.5,0,,NA,NA
54947,0.5,0,,NA,NA
54948,0.5,0,,NA,NA
54949,0.5,0,,NA,NA
54950,0.5,0,,NA,NA
54951,0.5,0,,NA,NA
54952,0.5,0,,NA,NA
54953,0.5,0,,NA,NA
54954,0.5,0,,NA,NA
54955,0.5,0,,NA,NA
54956,0.5,0,,NA,NA
54957,0.5,0,,NA,NA
54958,0.5,0,,NA,NA
54959,0.5,0,,NA,NA
54960,0.5,0,,NA,NA
54961,0.5,0,,NA,NA
54962,0.5,0,,NA,NA
54963,0.5,0,,NA,NA
54964,0.5,0,,NA,NA
54965,0.5,0,,NA,NA
54966,0.5,0,,NA,NA
54967,0.5,0,,NA,NA
54968,0.5,0,,NA,NA
54969,0.5,0,,NA,NA
54970,0.5,0,,NA,NA
54971,0.5,0,,NA,NA
54972,0.5,0,,NA,NA
54973,0.5,0,,NA,NA
54974,0.5,0,,NA,NA
54975,0.5,0,,NA,NA
54976,0.5,0,,NA,NA
54977,0.5,0,,NA,NA
54978,0.5,0,,NA,NA
54979,0.5,0,,NA,NA
54980,0.5,0,,NA,NA
54981,0.5,0,,NA,NA
54982,0.5,0,,NA,NA
54983,0.5,0,,NA,NA
54984,0.5,0,,NA,NA
54985,0.5,0,,NA,NA
54986,0.5,0,,NA,NA
54987,0.5,0,,NA,NA
54988,0.5,0,,NA,NA
54989,0.5,0,,NA,NA
54990,0.5,0,,NA,NA
54991,0.5,0,,NA,NA
54992,0.5,0,,NA,NA
54993,0.5,0,,NA,NA
54994,0.5,0,,NA,NA
54995,0.5,0,,NA,NA
54996,0.5,0,,NA,NA
54997,0.5,0,,NA,NA
54998,0.5,0,,NA,NA
54999,0.5,0,,NA,NA
55000,0.5,0,,NA,NA
55001,0.5,0,,NA,NA
55002,0.5,0,,NA,NA
55003,0.5,0,,NA,NA
55004,0.5,0,,NA,NA
55005,0.5,0,,NA,NA
55006,0.5,0,,NA,NA
55007,0.5,0,,NA,NA
55008,0.5,0,,NA,NA
55009,0.5,0,,NA,NA
55010,0.5,0,,NA,NA
55011,0.5,0,,NA,NA
55012,0.5,0,,NA,NA
55013,0.5,0,,NA,NA
55014,0.5,0,,NA,NA
55015,0.5,0,,NA,NA
55016,0.5,0,,NA,NA
55017,0.5,0,,NA,NA
55018,0.5,0,,NA,NA
55019,0.5,0,,NA,NA
55020,0.5,0,,NA,NA
55021,0.5,0,,NA,NA
55022,0.5,0,,NA,NA
55023,0.5,0,,NA,NA
55024,0.5,0,,NA,NA
55025,0.5,0,,NA,NA
55026,0.5,0,,NA,NA
55027,0.5,0,,NA,NA
55028,0.5,0,,NA,NA
55029,0.5,0,,NA,NA
55030,0.5,0,,NA,NA
55031,0.5,0,,NA,NA
55032,0.5,0,,NA,NA
55033,0.5,0,,NA,NA
55034,0.5,0,,NA,NA
55035,0.5,0,,NA,NA
55036,0.5,0,,NA,NA
55037,0.5,0,,NA,NA
55038,0.5,0,,NA,NA
55039,0.5,0,,NA,NA
55040,0.5,0,,NA,NA
55041,0.5,0,,NA,NA
55042,0.5,0,,NA,NA
55043,0.5,0,,NA,NA
55044,0.5,0,,NA,NA
55045,0.5,0,,NA,NA
55046,0.5,0,,NA,NA
55047,0.5,0,,NA,NA
55048,0.5,0,,NA,NA
55049,0.5,0,,NA,NA
55050,0.5,0,,NA,NA
55051,0.5,0,,NA,NA
55052,0.5,0,,NA,NA
55053,0.5,0,,NA,NA
55054,0.5,0,,NA,NA
55055,0.5,0,,NA,NA
55056,0.5,0,,NA,NA
55057,0.5,0,,NA,NA
55058,0.5,0,,NA,NA
55059,0.5,0,,NA,NA
55060,0.5,0,,NA,NA
55061,0.5,0,,NA,NA
55062,0.5,0,,NA,NA
55063,0.5,0,,NA,NA
55064,0.5,0,,NA,NA
55065,0.5,0,,NA,NA
55066,0.5,0,,NA,NA
55067,0.5,0,,NA,NA
55068,0.5,0,,NA,NA
55069,0.5,0,,NA,NA
55070,0.5,0,,NA,NA
55071,0.5,0,,NA,NA
55072,0.5,0,,NA,NA
55073,0.5,0,,NA,NA
55074,0.5,0,,NA,NA
55075,0.5,0,,NA,NA
55076,0.5,0,,NA,NA
55077,0.5,0,,NA,NA
55078,0.5,0,,NA,NA
55079,0.5,0,,NA,NA
55080,0.5,0,,NA,NA
55081,0.5,0,,NA,NA
55082,0.5,0,,NA,NA
55083,0.5,0,,NA,NA
55084,0.5,0,,NA,NA
55085,0.5,0,,NA,NA
55086,0.5,0,,NA,NA
55087,0.5,0,,NA,NA
55088,0.5,0,,NA,NA
55089,0.5,0,,NA,NA
55090,0.5,0,,NA,NA
55091,0.5,0,,NA,NA
55092,0.5,0,,NA,NA
55093,0.5,0,,NA,NA
55094,0.5,0,,NA,NA
55095,0.5,0,,NA,NA
55096,0.5,0,,NA,NA
55097,0.5,0,,NA,NA
55098,0.5,0,,NA,NA
55099,0.5,0,,NA,NA
55100,0.5,0,,NA,NA
55101,0.5,0,,NA,NA
55102,0.5,0,,NA,NA
55103,0.5,0,,NA,NA
55104,0.5,0,,NA,NA
55105,0.5,0,,NA,NA
55106,0.5,0,,NA,NA
55107,0.5,0,,NA,NA
55108,0.5,0,,NA,NA
55109,0.5,0,,NA,NA
55110,0.5,0,,NA,NA
55111,0.5,0,,NA,NA
55112,0.5,0,,NA,NA
55113,0.5,0,,NA,NA
55114,0.5,0,,NA,NA
55115,0.5,0,,NA,NA
55116,0.5,0,,NA,NA
55117,0.5,0,,NA,NA
55118,0.5,0,,NA,NA
55119,0.5,0,,NA,NA
55120,0.5,0,,NA,NA
55121,0.5,0,,NA,NA
55122,0.5,0,,NA,NA
55123,0.5,0,,NA,NA
55124,0.5,0,,NA,NA
55125,0.5,0,,NA,NA
55126,0.5,0,,NA,NA
55127,0.5,0,,NA,NA
55128,0.5,0,,NA,NA
55129,0.5,0,,NA,NA
55130,0.5,0,,NA,NA
55131,0.5,0,,NA,NA
55132,0.5,0,,NA,NA
55133,0.5,0,,NA,NA
55134,0.5,0,,NA,NA
55135,0.5,0,,NA,NA
55136,0.5,0,,NA,NA
55137,0.5,0,,NA,NA
55138,0.5,0,,NA,NA
55139,0.5,0,,NA,NA
55140,0.5,0,,NA,NA
55141,0.5,0,,NA,NA
55142,0.5,0,,NA,NA
55143,0.5,0,,NA,NA
55144,0.5,0,,NA,NA
55145,0.5,0,,NA,NA
55146,0.5,0,,NA,NA
55147,0.5,0,,NA,NA
55148,0.5,0,,NA,NA
55149,0.5,0,,NA,NA
55150,0.5,0,,NA,NA
55151,0.5,0,,NA,NA
55152,0.5,0,,NA,NA
55153,0.5,0,,NA,NA
55154,0.5,0,,NA,NA
55155,0.5,0,,NA,NA
55156,0.5,0,,NA,NA
55157,0.5,0,,NA,NA
55158,0.5,0,,NA,NA
55159,0.5,0,,NA,NA
55160,0.5,0,,NA,NA
55161,0.5,0,,NA,NA
55162,0.5,0,,NA,NA
55163,0.5,0,,NA,NA
55164,0.5,0,,NA,NA
55165,0.5,0,,NA,NA
55166,0.5,0,,NA,NA
55167,0.5,0,,NA,NA
55168,0.5,0,,NA,NA
55169,0.5,0,,NA,NA
55170,0.5,0,,NA,NA
55171,0.5,0,,NA,NA
55172,0.5,0,,NA,NA
55173,0.5,0,,NA,NA
55174,0.5,0,,NA,NA
55175,0.5,0,,NA,NA
55176,0.5,0,,NA,NA
55177,0.5,0,,NA,NA
55178,0.5,0,,NA,NA
55179,0.5,0,,NA,NA
55180,0.5,0,,NA,NA
55181,0.5,0,,NA,NA
55182,0.5,0,,NA,NA
55183,0.5,0,,NA,NA
55184,0.5,0,,NA,NA
55185,0.5,0,,NA,NA
55186,0.5,0,,NA,NA
55187,0.5,0,,NA,NA
55188,0.5,0,,NA,NA
55189,0.5,0,,NA,NA
55190,0.5,0,,NA,NA
55191,0.5,0,,NA,NA
55192,0.5,0,,NA,NA
55193,0.5,0,,NA,NA
55194,0.5,0,,NA,NA
55195,0.5,0,,NA,NA
55196,0.5,0,,NA,NA
55197,0.5,0,,NA,NA
55198,0.5,0,,NA,NA
55199,0.5,0,,NA,NA
55200,0.5,0,,NA,NA
55201,0.5,0,,NA,NA
55202,0.5,0,,NA,NA
55203,0.5,0,,NA,NA
55204,0.5,0,,NA,NA
55205,0.5,0,,NA,NA
55206,0.5,0,,NA,NA
55207,0.5,0,,NA,NA
55208,0.5,0,,NA,NA
55209,0.5,0,,NA,NA
55210,0.5,0,,NA,NA
55211,0.5,0,,NA,NA
55212,0.5,0,,NA,NA
55213,0.5,0,,NA,NA
55214,0.5,0,,NA,NA
55215,0.5,0,,NA,NA
55216,0.5,0,,NA,NA
55217,0.5,0,,NA,NA
55218,0.5,0,,NA,NA
55219,0.5,0,,NA,NA
55220,0.5,0,,NA,NA
55221,0.5,0,,NA,NA
55222,0.5,0,,NA,NA
55223,0.5,0,,NA,NA
55224,0.5,0,,NA,NA
55225,0.5,0,,NA,NA
55226,0.5,0,,NA,NA
55227,0.5,0,,NA,NA
55228,0.5,0,,NA,NA
55229,0.5,0,,NA,NA
55230,0.5,0,,NA,NA
55231,0.5,0,,NA,NA
55232,0.5,0,,NA,NA
55233,0.5,0,,NA,NA
55234,0.5,0,,NA,NA
55235,0.5,0,,NA,NA
55236,0.5,0,,NA,NA
55237,0.5,0,,NA,NA
55238,0.5,0,,NA,NA
55239,0.5,0,,NA,NA
55240,0.5,0,,NA,NA
55241,0.5,0,,NA,NA
55242,0.5,0,,NA,NA
55243,0.5,0,,NA,NA
55244,0.5,0,,NA,NA
55245,0.5,0,,NA,NA
55246,0.5,0,,NA,NA
55247,0.5,0,,NA,NA
55248,0.5,0,,NA,NA
55249,0.5,0,,NA,NA
55250,0.5,0,,NA,NA
55251,0.5,0,,NA,NA
55252,0.5,0,,NA,NA
55253,0.5,0,,NA,NA
55254,0.5,0,,NA,NA
55255,0.5,0,,NA,NA
55256,0.5,0,,NA,NA
55257,0.5,0,,NA,NA
55258,0.5,0,,NA,NA
55259,0.5,0,,NA,NA
55260,0.5,0,,NA,NA
55261,0.5,0,,NA,NA
55262,0.5,0,,NA,NA
55263,0.5,0,,NA,NA
55264,0.5,0,,NA,NA
55265,0.5,0,,NA,NA
55266,0.5,0,,NA,NA
55267,0.5,0,,NA,NA
55268,0.5,0,,NA,NA
55269,0.5,0,,NA,NA
55270,0.5,0,,NA,NA
55271,0.5,0,,NA,NA
55272,0.5,0,,NA,NA
55273,0.5,0,,NA,NA
55274,0.5,0,,NA,NA
55275,0.5,0,,NA,NA
55276,0.5,0,,NA,NA
55277,0.5,0,,NA,NA
55278,0.5,0,,NA,NA
55279,0.5,0,,NA,NA
55280,0.5,0,,NA,NA
55281,0.5,0,,NA,NA
55282,0.5,0,,NA,NA
55283,0.5,0,,NA,NA
55284,0.5,0,,NA,NA
55285,0.5,0,,NA,NA
55286,0.5,0,,NA,NA
55287,0.5,0,,NA,NA
55288,0.5,0,,NA,NA
55289,0.5,0,,NA,NA
55290,0.5,0,,NA,NA
55291,0.5,0,,NA,NA
55292,0.5,0,,NA,NA
55293,0.5,0,,NA,NA
55294,0.5,0,,NA,NA
55295,0.5,0,,NA,NA
55296,0.5,0,,NA,NA
55297,0.5,0,,NA,NA
55298,0.5,0,,NA,NA
55299,0.5,0,,NA,NA
55300,0.5,0,,NA,NA
55301,0.5,0,,NA,NA
55302,0.5,0,,NA,NA
55303,0.5,0,,NA,NA
55304,0.5,0,,NA,NA
55305,0.5,0,,NA,NA
55306,0.5,0,,NA,NA
55307,0.5,0,,NA,NA
55308,0.5,0,,NA,NA
55309,0.5,0,,NA,NA
55310,0.5,0,,NA,NA
55311,0.5,0,,NA,NA
55312,0.5,0,,NA,NA
55313,0.5,0,,NA,NA
55314,0.5,0,,NA,NA
55315,0.5,0,,NA,NA
55316,0.5,0,,NA,NA
55317,0.5,0,,NA,NA
55318,0.5,0,,NA,NA
55319,0.5,0,,NA,NA
55320,0.5,0,,NA,NA
55321,0.5,0,,NA,NA
55322,0.5,0,,NA,NA
55323,0.5,0,,NA,NA
55324,0.5,0,,NA,NA
55325,0.5,0,,NA,NA
55326,0.5,0,,NA,NA
55327,0.5,0,,NA,NA
55328,0.5,0,,NA,NA
55329,0.5,0,,NA,NA
55330,0.5,0,,NA,NA
55331,0.5,0,,NA,NA
55332,0.5,0,,NA,NA
55333,0.5,0,,NA,NA
55334,0.5,0,,NA,NA
55335,0.5,0,,NA,NA
55336,0.5,0,,NA,NA
55337,0.5,0,,NA,NA
55338,0.5,0,,NA,NA
55339,0.5,0,,NA,NA
55340,0.5,0,,NA,NA
55341,0.5,0,,NA,NA
55342,0.5,0,,NA,NA
55343,0.5,0,,NA,NA
55344,0.5,0,,NA,NA
55345,0.5,0,,NA,NA
55346,0.5,0,,NA,NA
55347,0.5,0,,NA,NA
55348,0.5,0,,NA,NA
55349,0.5,0,,NA,NA
55350,0.5,0,,NA,NA
55351,0.5,0,,NA,NA
55352,0.5,0,,NA,NA
55353,0.5,0,,NA,NA
55354,0.5,0,,NA,NA
55355,0.5,0,,NA,NA
55356,0.5,0,,NA,NA
55357,0.5,0,,NA,NA
55358,0.5,0,,NA,NA
55359,0.5,0,,NA,NA
55360,0.5,0,,NA,NA
55361,0.5,0,,NA,NA
55362,0.5,0,,NA,NA
55363,0.5,0,,NA,NA
55364,0.5,0,,NA,NA
55365,0.5,0,,NA,NA
55366,0.5,0,,NA,NA
55367,0.5,0,,NA,NA
55368,0.5,0,,NA,NA
55369,0.5,0,,NA,NA
55370,0.5,0,,NA,NA
55371,0.5,0,,NA,NA
55372,0.5,0,,NA,NA
55373,0.5,0,,NA,NA
55374,0.5,0,,NA,NA
55375,0.5,0,,NA,NA
55376,0.5,0,,NA,NA
55377,0.5,0,,NA,NA
55378,0.5,0,,NA,NA
55379,0.5,0,,NA,NA
55380,0.5,0,,NA,NA
55381,0.5,0,,NA,NA
55382,0.5,0,,NA,NA
55383,0.5,0,,NA,NA
55384,0.5,0,,NA,NA
55385,0.5,0,,NA,NA
55386,0.5,0,,NA,NA
55387,0.5,0,,NA,NA
55388,0.5,0,,NA,NA
55389,0.5,0,,NA,NA
55390,0.5,0,,NA,NA
55391,0.5,0,,NA,NA
55392,0.5,0,,NA,NA
55393,0.5,0,,NA,NA
55394,0.5,0,,NA,NA
55395,0.5,0,,NA,NA
55396,0.5,0,,NA,NA
55397,0.5,0,,NA,NA
55398,0.5,0,,NA,NA
55399,0.5,0,,NA,NA
55400,0.5,0,,NA,NA
55401,0.5,0,,NA,NA
55402,0.5,0,,NA,NA
55403,0.5,0,,NA,NA
55404,0.5,0,,NA,NA
55405,0.5,0,,NA,NA
55406,0.5,0,,NA,NA
55407,0.5,0,,NA,NA
55408,0.5,0,,NA,NA
55409,0.5,0,,NA,NA
55410,0.5,0,,NA,NA
55411,0.5,0,,NA,NA
55412,0.5,0,,NA,NA
55413,0.5,0,,NA,NA
55414,0.5,0,,NA,NA
55415,0.5,0,,NA,NA
55416,0.5,0,,NA,NA
55417,0.5,0,,NA,NA
55418,0.5,0,,NA,NA
55419,0.5,0,,NA,NA
55420,0.5,0,,NA,NA
55421,0.5,0,,NA,NA
55422,0.5,0,,NA,NA
55423,0.5,0,,NA,NA
55424,0.5,0,,NA,NA
55425,0.5,0,,NA,NA
55426,0.5,0,,NA,NA
55427,0.5,0,,NA,NA
55428,0.5,0,,NA,NA
55429,0.5,0,,NA,NA
55430,0.5,0,,NA,NA
55431,0.5,0,,NA,NA
55432,0.5,0,,NA,NA
55433,0.5,0,,NA,NA
55434,0.5,0,,NA,NA
55435,0.5,0,,NA,NA
55436,0.5,0,,NA,NA
55437,0.5,0,,NA,NA
55438,0.5,0,,NA,NA
55439,0.5,0,,NA,NA
55440,0.5,0,,NA,NA
55441,0.5,0,,NA,NA
55442,0.5,0,,NA,NA
55443,0.5,0,,NA,NA
55444,0.5,0,,NA,NA
55445,0.5,0,,NA,NA
55446,0.5,0,,NA,NA
55447,0.5,0,,NA,NA
55448,0.5,0,,NA,NA
55449,0.5,0,,NA,NA
55450,0.5,0,,NA,NA
55451,0.5,0,,NA,NA
55452,0.5,0,,NA,NA
55453,0.5,0,,NA,NA
55454,0.5,0,,NA,NA
55455,0.5,0,,NA,NA
55456,0.5,0,,NA,NA
55457,0.5,0,,NA,NA
55458,0.5,0,,NA,NA
55459,0.5,0,,NA,NA
55460,0.5,0,,NA,NA
55461,0.5,0,,NA,NA
55462,0.5,0,,NA,NA
55463,0.5,0,,NA,NA
55464,0.5,0,,NA,NA
55465,0.5,0,,NA,NA
55466,0.5,0,,NA,NA
55467,0.5,0,,NA,NA
55468,0.5,0,,NA,NA
55469,0.5,0,,NA,NA
55470,0.5,0,,NA,NA
55471,0.5,0,,NA,NA
55472,0.5,0,,NA,NA
55473,0.5,0,,NA,NA
55474,0.5,0,,NA,NA
55475,0.5,0,,NA,NA
55476,0.5,0,,NA,NA
55477,0.5,0,,NA,NA
55478,0.5,0,,NA,NA
55479,0.5,0,,NA,NA
55480,0.5,0,,NA,NA
55481,0.5,0,,NA,NA
55482,0.5,0,,NA,NA
55483,0.5,0,,NA,NA
55484,0.5,0,,NA,NA
55485,0.5,0,,NA,NA
55486,0.5,0,,NA,NA
55487,0.5,0,,NA,NA
55488,0.5,0,,NA,NA
55489,0.5,0,,NA,NA
55490,0.5,0,,NA,NA
55491,0.5,0,,NA,NA
55492,0.5,0,,NA,NA
55493,0.5,0,,NA,NA
55494,0.5,0,,NA,NA
55495,0.5,0,,NA,NA
55496,0.5,0,,NA,NA
55497,0.5,0,,NA,NA
55498,0.5,0,,NA,NA
55499,0.5,0,,NA,NA
55500,0.5,0,,NA,NA
55501,0.5,0,,NA,NA
55502,0.5,0,,NA,NA
55503,0.5,0,,NA,NA
55504,0.5,0,,NA,NA
55505,0.5,0,,NA,NA
55506,0.5,0,,NA,NA
55507,0.5,0,,NA,NA
55508,0.5,0,,NA,NA
55509,0.5,0,,NA,NA
55510,0.5,0,,NA,NA
55511,0.5,0,,NA,NA
55512,0.5,0,,NA,NA
55513,0.5,0,,NA,NA
55514,0.5,0,,NA,NA
55515,0.5,0,,NA,NA
55516,0.5,0,,NA,NA
55517,0.5,0,,NA,NA
55518,0.5,0,,NA,NA
55519,0.5,0,,NA,NA
55520,0.5,0,,NA,NA
55521,0.5,0,,NA,NA
55522,0.5,0,,NA,NA
55523,0.5,0,,NA,NA
55524,0.5,0,,NA,NA
55525,0.5,0,,NA,NA
55526,0.5,0,,NA,NA
55527,0.5,0,,NA,NA
55528,0.5,0,,NA,NA
55529,0.5,0,,NA,NA
55530,0.5,0,,NA,NA
55531,0.5,0,,NA,NA
55532,0.5,0,,NA,NA
55533,0.5,0,,NA,NA
55534,0.5,0,,NA,NA
55535,0.5,0,,NA,NA
55536,0.5,0,,NA,NA
55537,0.5,0,,NA,NA
55538,0.5,0,,NA,NA
55539,0.5,0,,NA,NA
55540,0.5,0,,NA,NA
55541,0.5,0,,NA,NA
55542,0.5,0,,NA,NA
55543,0.5,0,,NA,NA
55544,0.5,0,,NA,NA
55545,0.5,0,,NA,NA
55546,0.5,0,,NA,NA
55547,0.5,0,,NA,NA
55548,0.5,0,,NA,NA
55549,0.5,0,,NA,NA
55550,0.5,0,,NA,NA
55551,0.5,0,,NA,NA
55552,0.5,0,,NA,NA
55553,0.5,0,,NA,NA
55554,0.5,0,,NA,NA
55555,0.5,0,,NA,NA
55556,0.5,0,,NA,NA
55557,0.5,0,,NA,NA
55558,0.5,0,,NA,NA
55559,0.5,0,,NA,NA
55560,0.5,0,,NA,NA
55561,0.5,0,,NA,NA
55562,0.5,0,,NA,NA
55563,0.5,0,,NA,NA
55564,0.5,0,,NA,NA
55565,0.5,0,,NA,NA
55566,0.5,0,,NA,NA
55567,0.5,0,,NA,NA
55568,0.5,0,,NA,NA
55569,0.5,0,,NA,NA
55570,0.5,0,,NA,NA
55571,0.5,0,,NA,NA
55572,0.5,0,,NA,NA
55573,0.5,0,,NA,NA
55574,0.5,0,,NA,NA
55575,0.5,0,,NA,NA
55576,0.5,0,,NA,NA
55577,0.5,0,,NA,NA
55578,0.5,0,,NA,NA
55579,0.5,0,,NA,NA
55580,0.5,0,,NA,NA
55581,0.5,0,,NA,NA
55582,0.5,0,,NA,NA
55583,0.5,0,,NA,NA
55584,0.5,0,,NA,NA
55585,0.5,0,,NA,NA
55586,0.5,0,,NA,NA
55587,0.5,0,,NA,NA
55588,0.5,0,,NA,NA
55589,0.5,0,,NA,NA
55590,0.5,0,,NA,NA
55591,0.5,0,,NA,NA
55592,0.5,0,,NA,NA
55593,0.5,0,,NA,NA
55594,0.5,0,,NA,NA
55595,0.5,0,,NA,NA
55596,0.5,0,,NA,NA
55597,0.5,0,,NA,NA
55598,0.5,0,,NA,NA
55599,0.5,0,,NA,NA
55600,0.5,0,,NA,NA
55601,0.5,0,,NA,NA
55602,0.5,0,,NA,NA
55603,0.5,0,,NA,NA
55604,0.5,0,,NA,NA
55605,0.5,0,,NA,NA
55606,0.5,0,,NA,NA
55607,0.5,0,,NA,NA
55608,0.5,0,,NA,NA
55609,0.5,0,,NA,NA
55610,0.5,0,,NA,NA
55611,0.5,0,,NA,NA
55612,0.5,0,,NA,NA
55613,0.5,0,,NA,NA
55614,0.5,0,,NA,NA
55615,0.5,0,,NA,NA
